S,K,T,r,sigma,price,delta,vega
87.45401188473625,87.36408184666985,1.4869967908809438,0.035525782734886956,0.21956481648176662,11.54368474762883,0.6311942655975546,40.2228503430955
145.07143064099162,83.29120962314033,0.45057279163755193,0.028371698141367724,0.13792711006482322,62.838198720959184,0.9999999996748209,2.005075785025271e-07
123.1993941811405,67.61539125028601,0.7586154193027836,0.04857994099455763,0.1505436899888864,58.030509545602484,0.9999995723319166,0.00023456547191418555
109.86584841970367,110.72666701014879,1.3602332100298546,0.01875913803936953,0.17226845127236873,9.712312005691771,0.5748027033828859,50.21741129708617
65.60186404424365,97.66241605086289,1.0159697545965118,0.03351425663995763,0.18146133374597936,0.12532277802724656,0.028854033331422897,4.356016638923885
65.59945203362027,136.57009923240037,1.5032849734062983,0.03800840059960891,0.19690472368421763,0.01676158535734673,0.003682016353434016,0.8846851118812139
55.80836121681995,53.210958048205825,1.9262950123234335,0.043022579573815264,0.20218401158539778,9.87711330209373,0.7275695991943136,25.7254820653233
136.6176145774935,114.38679275551263,0.3214387066588752,0.026278841217120284,0.28228653819501437,24.396903509625332,0.892973618090414,14.2801738376491
110.11150117432088,126.29488785115612,1.4481786611563159,0.03747687630629926,0.3038292763304165,12.327373832605282,0.4825362870953013,52.81258752384874
120.80725777960456,125.94865691883071,0.5376538957010176,0.02212805885537131,0.2235516832505424,6.316148338062355,0.4602832847901813,35.16374796252782
52.05844942958024,138.60739670955252,0.8875057820743815,0.02741904369447281,0.46291856796829134,0.1806608514396979,0.02432404480354035,2.80115255396197
146.99098521619942,122.9033742829494,0.16243917901076566,0.04582508524813597,0.3212558893355818,25.580327003582084,0.9337726639203718,7.621387764171594
133.24426408004217,142.78100616476962,0.35822402635612793,0.04799630437323817,0.4149907712133627,10.261669370031605,0.46616889428379216,31.700827607466046
71.23391106782762,83.26565998208915,0.7075768491929093,0.03875269387709059,0.4696951329683373,7.648532636537922,0.44905054916726783,23.70950892827261
68.18249672071006,100.3209416751543,0.7497730300471713,0.0249740756310474,0.1652540458303221,0.018954748626182016,0.006272097493662605,1.0440587702906523
68.34045098534338,51.40796632828907,1.8092119112779819,0.042802311598986564,0.2711497934862538,22.5008583180488,0.8800658629883099,18.38113765784357
80.42422429595376,50.69575873032912,1.5094445276063788,0.011034683269016807,0.2732841606858435,31.297737328004175,0.9442984897402839,11.10222475378617
102.4756431632238,74.01266204515198,1.9471476395553782,0.014109836421576843,0.2417889001753417,32.659656839178055,0.8877307887327458,27.284140936575657
93.19450186421157,60.08071971390852,1.238235869636957,0.03645494945501444,0.10356234662065598,35.76553994809342,0.9999897217337519,0.004767571005236694
79.1229140198042,76.02113679357537,0.5592560909735041,0.021649943010802298,0.42638884311123804,11.90564447636094,0.626584685653554,22.40722193364113
111.18528947223794,67.70432945283974,0.7225445568511214,0.048055448736019114,0.14462372862156114,45.79147602819981,0.9999940384603265,0.0025850673317110674
